country,country_code,year,spei_12,drought,electricity_generation,hydro_electricity,wind_electricity,solar_electricity,biofuel_electricity,nuclear_electricity,coal_electricity,gas_electricity,oil_electricity,fossil_electricity,net_elec_imports,net_elec_imports_share_demand,hydro_share,wind_share,solar_share,biofuel_share,nuclear_share,coal_share,gas_share,oil_share,fossil_share
Brazil,BRA,2011,0.8491,False,531.76,428.33,2.7,0.0,32.63,15.66,12.6,25.1,14.74,52.44,35.89,6.323,0.8054949601323905,0.005077478561757184,0.0,0.0613622686926433,0.029449375658191668,0.023694899954866858,0.04720174514818715,0.027719271851963292,0.0986159169550173
Brazil,BRA,2010,-0.9036,False,515.8,403.29,2.18,0.0,31.94,14.52,11.29,36.48,16.1,63.87,34.65,6.295,0.781872818922063,0.004226444358278403,0.0,0.061923226056611096,0.02815044590926716,0.02188832880961613,0.07072508724311749,0.031213648701046922,0.12382706475378054
Brazil,BRA,2009,1.9477,False,466.17,390.99,1.24,0.0,22.88,12.96,9.97,13.33,14.8,38.1,39.98,7.899,0.8387283608983847,0.002659973829289744,0.0,0.049080807430765594,0.02780101679644765,0.021387047643563507,0.028594718664864748,0.03174807473668404,0.0817298410451123
Brazil,BRA,2008,1.3175,False,463.18,369.56,1.18,0.0,19.79,13.97,11.96,28.78,17.94,58.68,42.21,8.352,0.7978755559393756,0.0025476056824560644,0.0,0.04272636987780128,0.03016106049484002,0.025821494883198758,0.06213567079753012,0.03873224232479814,0.126689408005527
Brazil,BRA,2007,-0.9902,False,445.15,374.02,0.66,0.0,18.06,12.35,10.08,15.5,14.48,40.06,38.83,8.023,0.8402111647759183,0.001482646299000337,0.0,0.040570594181736495,0.027743457261597215,0.022644052566550603,0.03481972368864428,0.03252836122655285,0.08999213748174774
Brazil,BRA,2006,0.8207,False,419.45,348.8,0.24,0.0,14.85,13.75,10.47,18.26,13.08,41.81,41.16,8.936,0.8315651448325189,0.0005721778519489808,0.0,0.03540350458934319,0.03278102276791036,0.02496125879127429,0.04353319823578496,0.031183692931219455,0.0996781499582787
Brazil,BRA,2005,0.3596,False,403.07,337.46,0.09,0.0,13.64,9.85,10.68,18.81,12.54,42.03,39.04,8.83,0.8372243034708611,0.00022328627781774876,0.0,0.03384027588260104,0.024437442627831395,0.026496638301039523,0.046666832063909494,0.031111221375939663,0.10427469174088869
Canada,CAN,2023,-1.8577,True,641.39,360.74,40.51,8.4,9.8,88.43,23.74,102.88,6.89,133.51,-27.76,-4.524,0.5624347121096369,0.06315970002650494,0.013096555917616428,0.015279315237219166,0.13787243330890722,0.03701336160526357,0.1604016277148069,0.010742294080044902,0.20815728340011536
Canada,CAN,2022,-0.729,False,664.08,397.73,39.48,5.74,9.52,86.63,26.49,90.44,8.05,124.98,-51.11,-8.338,0.5989188049632574,0.05945066859414527,0.008643536923262257,0.01433562221419106,0.13045115046379951,0.03988977231658836,0.13618841103481508,0.01212203348994097,0.18820021684134441
Canada,CAN,2021,-1.162,True,652.4,382.43,37.3,5.11,10.55,91.98,34.83,83.6,6.6,125.03,-47.29,-7.815,0.5861894543225016,0.05717351318209687,0.007832618025751074,0.016171060698957695,0.14098712446351933,0.05338749233599019,0.12814224402207233,0.010116492949110975,0.1916462293071735
Canada,CAN,2020,0.4624,False,655.89,386.55,35.76,4.07,10.41,97.51,39.04,75.59,6.96,121.59,-57.64,-9.635,0.5893518730274894,0.05452133741938434,0.006205308817027246,0.015871563829300644,0.1486682218054857,0.059522175974629894,0.11524798365579594,0.010611535470886887,0.18538169510131272
Canada,CAN,2019,0.3208,False,655.7,381.77,32.88,3.75,10.31,100.49,50.14,72.94,3.42,126.5,-47.08,-7.736,0.5822327283818819,0.05014488333079152,0.005719078847033704,0.01572365411011133,0.15325606222357785,0.07646789690407198,0.1112398962940369,0.005215799908494738,0.19292359310660362
Canada,CAN,2018,0.0143,False,661.2,385.89,33.47,3.49,10.54,100.03,53.02,70.74,4.02,127.78,-48.2,-7.863,0.5836206896551723,0.05062008469449485,0.005278281911675741,0.015940713853599513,0.1512855414398064,0.08018753781004234,0.10698729582577131,0.006079854809437385,0.19325468844525104
Canada,CAN,2017,-0.3325,False,669.35,394.59,31.51,3.31,11.15,100.6,62.81,61.46,3.92,128.19,-62.24,-10.252,0.5895122133413012,0.04707552102786285,0.004945095988645701,0.016657951744229477,0.15029506237394485,0.09383730484798686,0.0918204227982371,0.005856427877791888,0.19151415552401582
Canada,CAN,2016,0.1148,False,667.13,385.43,30.93,3.01,11.36,100.72,65.02,65.82,4.84,135.68,-63.8,-10.575,0.5777434682895388,0.046362777869380783,0.004511864254343231,0.017028165425029603,0.1509750723247343,0.09746226372670994,0.09866143030593737,0.007254957804325993,0.20337865183697332
Canada,CAN,2015,-0.8502,False,661.08,382.19,26.97,2.89,9.99,101.1,64.96,67.98,5.0,137.94,-59.53,-9.896,0.5781297271132086,0.04079687783626792,0.004371634295395413,0.015111635505536394,0.15293156652750042,0.09826344769165606,0.10283172989653294,0.007563381133902099,0.2086585587220911
Canada,CAN,2014,1.0095,False,652.97,382.5,12.82,2.12,9.8,106.54,69.38,65.05,4.76,139.19,-45.61,-7.51,0.5857849518354595,0.01963336753602769,0.0032467035238984946,0.015008346478398701,0.16316216671516304,0.10625296721135732,0.0996217284101873,0.00728976828950794,0.21316446391105257
Canada,CAN,2013,-0.0756,False,655.69,391.79,11.15,1.5,11.04,102.72,70.54,60.29,6.66,137.49,-51.88,-8.592,0.5975232198142415,0.017004987112812456,0.0022876664277326174,0.016837224908112063,0.15665939697112963,0.1075813265415059,0.091948939285333,0.01015723893913282,0.20968750476597173
Canada,CAN,2012,-0.9943,False,636.54,380.27,11.31,0.88,10.91,94.2,69.35,63.24,6.38,138.97,-46.75,-7.927,0.5974015772771546,0.01776793288717127,0.0013824740000628398,0.017139535614415436,0.14798755773399944,0.10894837716404311,0.09934960882269772,0.010022936500455588,0.21832092248719642
Canada,CAN,2011,0.5164,False,638.27,375.72,10.19,0.57,10.21,92.94,79.9,62.53,6.21,148.64,-36.68,-6.097,0.5886537045450986,0.01596503047299732,0.0008930389960361602,0.015996365174612625,0.1456123584063171,0.12518213295313896,0.09796794460024755,0.009729424851551852,0.23287950240493832
Canada,CAN,2010,-0.1857,False,607.03,351.39,8.72,0.26,10.3,90.03,86.45,52.78,7.1,146.33,-25.02,-4.299,0.5788676012717658,0.014365023145478809,0.0004283149103009736,0.016967859908077032,0.1483122745169102,0.14241470767507372,0.08694792679109764,0.011696291781295817,0.24105892624746722
Canada,CAN,2009,0.7146,False,613.87,368.69,6.64,0.11,8.94,89.46,84.72,45.27,10.04,140.03,-33.62,-5.794,0.6005994754589734,0.010816622411911316,0.00017919103393226578,0.014563344030495055,0.1457311808689136,0.13800967631583233,0.0737452555101243,0.01635525436981771,0.22811018619577436
Canada,CAN,2008,1.2707,False,635.11,377.49,3.79,0.04,7.98,95.35,100.8,39.63,10.03,150.46,-32.16,-5.334,0.5943694793027979,0.00596747020201225,6.298121585237203e-05,0.01256475256254822,0.15013147328809182,0.1587126639479775,0.06239863960573759,0.015792539874982286,0.23690384342869739
Canada,CAN,2007,1.1906,False,634.19,367.62,3.01,0.03,8.99,92.83,106.47,43.01,12.23,161.71,-30.95,-5.131,0.5796685535880414,0.004746211703117361,4.7304435579242806e-05,0.014175562528579762,0.14637569182737034,0.16788344187073273,0.0678187924754411,0.019284441571137987,0.25498667591731183
Canada,CAN,2006,-1.1327,True,608.43,352.89,2.47,0.02,8.94,97.28,95.92,40.42,10.49,146.83,-19.11,-3.243,0.5800009861446674,0.00405962888089016,3.287148891409037e-05,0.014693555544598393,0.15988692207813554,0.1576516608319774,0.06643327909537664,0.017241095935440397,0.24132603586279444
Canada,CAN,2005,1.2196,False,620.5,361.96,1.57,0.02,9.16,91.4,102.86,36.88,16.65,156.39,-23.85,-3.997,0.5833360193392425,0.0025302175664786465,3.2232070910556004e-05,0.01476228847703465,0.14730056406124095,0.16576954069298952,0.05943593875906528,0.02683319903303787,0.25203867848509265
Switzerland,CHE,2023,-0.165,False,70.07,37.39,0.17,4.62,1.04,24.38,0.0,0.27,1.16,1.43,-6.39,-10.035,0.5336092478949622,0.002426145283288141,0.06593406593406594,0.014842300556586273,0.3479377765092051,0.0,0.0038532895675752825,0.01655487369773084,0.020408163265306124
Switzerland,CHE,2022,-1.8224,True,61.72,29.9,0.15,3.86,0.99,24.15,0.0,0.37,1.21,1.58,3.14,4.841,0.4844458846403111,0.002430330524951393,0.06254050550874919,0.016040181464679195,0.3912832145171743,0.0,0.0059948152948801035,0.019604666234607906,0.025599481529488013
Switzerland,CHE,2021,0.1959,False,63.09,36.96,0.14,2.84,0.96,19.36,0.0,0.5,1.22,1.72,2.41,3.679,0.5858297669995245,0.0022190521477254716,0.045015057853859564,0.015216357584403232,0.3068632112854652,0.0,0.007925186241876684,0.019337454430179108,0.02726264067205579
Switzerland,CHE,2020,-1.3075,True,68.5,37.87,0.15,2.6,0.81,24.02,0.0,0.62,1.25,1.87,-5.56,-8.834,0.5528467153284671,0.00218978102189781,0.03795620437956204,0.011824817518248177,0.35065693430656936,0.0,0.009051094890510949,0.01824817518248175,0.027299270072992703
Switzerland,CHE,2019,-0.6647,False,70.57,38.04,0.15,2.18,0.71,26.42,0.0,0.61,1.29,1.9,-6.26,-9.734,0.5390392518067167,0.0021255491001842142,0.030891313589343918,0.010060932407538614,0.374380048179113,0.0,0.008643899674082472,0.018279722261584246,0.026923621935666716
Switzerland,CHE,2018,-1.6596,True,66.29,34.98,0.12,1.95,0.67,25.51,0.0,0.62,1.28,1.9,-1.59,-2.457,0.5276813999094885,0.0018102277869965302,0.029416201538693617,0.01010710514406396,0.38482425705234574,0.0,0.009352843566148739,0.019309096394629657,0.028661939960778395
Switzerland,CHE,2017,-0.5915,False,60.15,34.09,0.13,1.68,0.69,20.38,0.0,0.72,1.29,2.01,5.55,8.447,0.5667497921862013,0.0021612635078969247,0.027930174563591023,0.011471321695760598,0.33881961762261015,0.0,0.011970074812967581,0.021446384039900252,0.03341645885286783
Switzerland,CHE,2016,0.1974,False,61.1,34.62,0.11,1.33,0.58,21.15,0.0,0.86,1.28,2.14,3.92,6.029,0.5666121112929623,0.001800327332242226,0.02176759410801964,0.009492635024549917,0.34615384615384615,0.0,0.014075286415711947,0.020949263502454993,0.03502454991816694
Switzerland,CHE,2015,-1.6811,True,66.07,38.26,0.11,1.12,0.52,23.09,0.0,0.63,1.23,1.86,-1.03,-1.584,0.5790827909792644,0.0016649008627213564,0.016951717874981086,0.007870440441955503,0.34947782654760107,0.0,0.00953534130467686,0.01861661873770244,0.028151960042379298
Switzerland,CHE,2014,-0.1713,False,70.08,38.04,0.1,0.84,0.59,27.56,0.0,0.5,1.35,1.85,-5.49,-8.5,0.5428082191780822,0.0014269406392694065,0.011986301369863013,0.008418949771689497,0.3932648401826484,0.0,0.0071347031963470324,0.019263698630136987,0.02639840182648402
Switzerland,CHE,2013,0.4002,False,68.69,38.46,0.09,0.5,0.58,25.99,0.0,0.75,1.28,2.03,-2.4,-3.62,0.559906827776969,0.0013102343863735624,0.007279079924297569,0.00844373271218518,0.3783665744649876,0.0,0.010918619886446353,0.018634444606201776,0.029553064492648128
Switzerland,CHE,2012,0.3901,False,68.13,38.6,0.09,0.3,0.53,25.44,0.0,0.91,1.25,2.16,-2.2,-3.337,0.5665639219139881,0.001321003963011889,0.004403346543372964,0.007779245559958903,0.37340378687802733,0.0,0.013356817848231324,0.018347277264054017,0.03170409511228534
Switzerland,CHE,2011,-1.3269,True,62.88,32.39,0.07,0.17,0.44,26.71,0.0,0.96,1.19,2.15,2.59,3.956,0.5151081424936387,0.0011132315521628498,0.002703562340966921,0.006997455470737914,0.4247773536895674,0.0,0.015267175572519083,0.018924936386768447,0.03419211195928753
Switzerland,CHE,2010,-0.3355,False,66.05,36.06,0.04,0.09,0.36,26.34,0.0,1.03,1.21,2.24,0.52,0.781,0.5459500378501136,0.0006056018168054504,0.0013626040878122634,0.005450416351249054,0.3987887963663891,0.0,0.015594246782740349,0.018319454958364876,0.03391370174110523
Switzerland,CHE,2009,-0.6921,False,66.67,35.72,0.02,0.05,0.36,27.69,0.0,0.71,1.24,1.95,-2.16,-3.348,0.535773211339433,0.0002999850007499625,0.0007499625018749063,0.005399730013499325,0.4153292335383231,0.0,0.010649467526623668,0.018599070046497676,0.029248537573121344
Switzerland,CHE,2008,0.3542,False,67.04,36.04,0.02,0.04,0.32,27.7,0.0,0.73,1.28,2.01,-1.13,-1.714,0.5375894988066825,0.00029832935560859184,0.0005966587112171837,0.0047732696897374695,0.4131861575178997,0.0,0.010889021479713603,0.019093078758949878,0.02998210023866348
Switzerland,CHE,2007,0.7543,False,66.43,35.25,0.02,0.03,0.29,27.92,0.0,0.74,1.29,2.03,-2.06,-3.2,0.530633749811832,0.0003010687942194791,0.00045160319132921866,0.004365497516182447,0.4202920367303929,0.0,0.011139545386120728,0.019418937227156405,0.03055848261327713
Switzerland,CHE,2006,0.2288,False,62.13,30.96,0.01,0.02,0.23,27.82,0.0,0.79,1.39,2.18,2.7,4.165,0.4983099951714148,0.00016095284081764043,0.00032190568163528087,0.00370191533880573,0.44777080315467566,0.0,0.012715274424593593,0.022372444873652017,0.03508771929824561
Switzerland,CHE,2005,-0.823,False,57.8,31.23,0.01,0.02,0.22,23.34,0.0,0.87,1.3,2.17,6.35,9.899,0.5403114186851211,0.0001730103806228374,0.0003460207612456748,0.0038062283737024223,0.40380622837370245,0.0,0.015051903114186851,0.02249134948096886,0.03754325259515571
Germany,DEU,2023,0.2704,False,506.72,21.24,140.54,63.87,51.26,7.22,124.78,76.66,20.96,222.4,9.22,1.787,0.04191664035364698,0.27735238395958317,0.126045942532365,0.1011604041679823,0.014248500157878118,0.24625039469529522,0.15128670666245655,0.04136406694032207,0.43890116829807385
Germany,DEU,2022,-1.962,True,566.88,17.62,124.81,60.3,48.6,34.71,179.93,79.05,21.65,280.63,-27.26,-5.052,0.03108241603161163,0.2201700536268699,0.10637171888230312,0.08573243014394581,0.0612298899237934,0.3174040361275755,0.1394475021168501,0.0381915043748236,0.4950430426192492
Germany,DEU,2021,0.0642,False,578.83,19.66,114.16,49.34,49.1,69.13,164.65,90.31,22.24,277.2,-18.58,-3.316,0.033965067463676724,0.1972254375205155,0.08524091702226906,0.08482628751101359,0.11943057547120915,0.28445312095088365,0.15602162983950382,0.038422334709672955,0.47889708550006044
Germany,DEU,2020,-1.5461,True,566.75,18.72,132.11,49.5,50.93,64.38,134.6,95.0,21.28,250.88,-19.03,-3.474,0.03303043670048522,0.23310101455668286,0.08734009704455227,0.08986325540361711,0.11359505955006616,0.23749448610498455,0.16762240846934273,0.03754741949713278,0.44266431407146006
Germany,DEU,2019,-1.4329,True,600.09,19.73,125.89,45.22,50.13,75.07,171.45,90.0,22.4,283.85,-32.67,-5.758,0.03287840157309737,0.20978519888683364,0.07535536336216234,0.08353746937959305,0.12509790198136944,0.2857071439284107,0.1499775033744938,0.037327734173207346,0.4730123814761119
Germany,DEU,2018,-2.2459,True,632.28,17.69,109.95,44.32,50.79,76.0,228.16,81.56,23.63,333.35,-48.74,-8.352,0.02797811096349719,0.17389447713038528,0.07009552729803252,0.08032833554754223,0.12019991143164421,0.3608527867400519,0.12899348389953819,0.03737268298854938,0.5272189536281395
Germany,DEU,2017,0.358,False,644.46,20.15,105.69,38.76,50.92,76.32,241.26,86.04,25.16,352.46,-52.46,-8.861,0.03126648667101139,0.16399776557117585,0.06014337584954845,0.07901188591999503,0.11842472767898704,0.3743599292430872,0.1335071222418769,0.03904043695497005,0.5469074884399342
Germany,DEU,2016,-0.7121,False,641.52,20.55,79.92,37.56,50.93,84.63,261.75,80.62,25.39,367.76,-50.52,-8.548,0.03203329592218481,0.12457912457912458,0.05854844743733633,0.07938957475994514,0.13192106247661803,0.4080153385708941,0.1256702830776905,0.03957787754084051,0.5732634991894251
Germany,DEU,2015,-1.3409,True,639.17,18.98,80.62,38.08,50.33,91.79,272.2,61.47,25.57,359.24,-48.28,-8.171,0.029694760392383876,0.12613232786269696,0.059577264264593144,0.07874274449676925,0.14360811677644447,0.42586479340394573,0.09617159754056041,0.04000500649279535,0.5620413974373015
Germany,DEU,2014,-0.8022,False,618.75,19.59,58.5,35.45,48.29,97.13,274.41,60.61,24.67,359.69,-33.88,-5.793,0.03166060606060606,0.09454545454545454,0.0572929292929293,0.07804444444444444,0.15697777777777777,0.44349090909090916,0.09795555555555556,0.03987070707070707,0.5813171717171717
Germany,DEU,2013,-0.2185,False,629.69,23.0,52.74,30.62,45.51,97.29,288.2,67.0,25.25,380.45,-32.19,-5.387,0.036525909574552554,0.083755498737474,0.048627102224904316,0.07227365846686463,0.1545045975003573,0.4576855277993933,0.10640156267369658,0.04009909638075878,0.6041861868538486
Germany,DEU,2012,-0.4612,False,619.81,21.75,51.68,26.74,43.2,99.46,276.23,75.95,24.77,376.95,-20.54,-3.428,0.03509139897710589,0.08338039076491184,0.04314225327116374,0.06969877865797584,0.1604685306787564,0.44566883399751545,0.12253755183039966,0.03996385989254772,0.6081702457204627
Germany,DEU,2011,-1.0578,True,605.0,17.67,49.86,19.99,36.89,107.97,262.46,85.67,24.47,372.6,-3.77,-0.627,0.029206611570247936,0.08241322314049587,0.03304132231404958,0.06097520661157025,0.17846280991735536,0.43381818181818177,0.14160330578512398,0.040446280991735535,0.6158677685950413
Germany,DEU,2010,0.1759,False,624.21,20.95,38.55,11.96,33.92,140.56,262.89,88.76,26.59,378.24,-14.95,-2.454,0.03356242290254882,0.06175806219060892,0.01916021851620448,0.054340686627897664,0.2251806283141891,0.42115634161580234,0.14219573540955768,0.042597843674404445,0.6059499206997645
Germany,DEU,2009,-0.4999,False,587.96,19.03,39.42,6.72,30.89,134.93,253.45,80.27,23.23,356.95,-12.27,-2.131,0.03236614735696306,0.0670453772365467,0.01142934893530172,0.052537587590992585,0.22948840057146744,0.43106673923396144,0.13652289271379003,0.039509490441526636,0.6070991223892781
Germany,DEU,2008,-0.6247,False,632.29,20.44,41.38,4.51,28.02,148.49,275.21,88.48,25.74,389.43,-20.1,-3.283,0.032326938588306,0.06544465356086607,0.007132802985971627,0.04431510857359756,0.23484477059577097,0.43525913742112005,0.1399357889575986,0.04070916826139904,0.6159040946401177
Germany,DEU,2007,1.236,False,631.1,21.17,40.51,3.14,24.62,140.53,297.1,77.45,26.58,401.13,-16.56,-2.695,0.03354460465853272,0.06418951037870385,0.004975439708445571,0.039011250198066866,0.22267469497702425,0.4707653303755348,0.12272223102519411,0.042116938678497855,0.6356045000792268
Germany,DEU,2006,-0.9853,False,630.2,20.03,31.32,2.27,18.94,167.27,288.93,74.73,26.71,390.37,-16.98,-2.769,0.031783560774357345,0.04969850841002856,0.003602031101237702,0.03005395112662647,0.265423675023802,0.45847350047603935,0.11858140272929228,0.042383370358616314,0.6194382735639479
Germany,DEU,2005,-0.346,False,613.34,19.64,27.77,1.31,14.71,163.05,288.14,72.19,26.53,386.86,-4.57,-0.751,0.03202139107183617,0.04527668177519809,0.002135846349496201,0.02398343496266345,0.26583950174454624,0.46978837186552314,0.11769980761078683,0.043254964619949786,0.6307431440962599
Spain,ESP,2023,-1.9319,True,279.11,25.0,64.28,48.59,5.9,56.87,3.62,64.36,10.48,78.46,-13.96,-5.265,0.08957042026441188,0.2303034645838558,0.17408906882591094,0.021138619182401203,0.20375479201748412,0.01296979685428684,0.23059008992870192,0.03754792017484146,0.2811078069578302
Spain,ESP,2022,-1.7206,True,287.15,17.59,62.78,35.72,6.8,58.59,7.86,86.1,11.69,105.65,-19.8,-7.406,0.061257182657147836,0.21863137732892218,0.12439491554936445,0.02368100296012537,0.2040397005049626,0.02737245342155668,0.29984328748041095,0.04071043008880376,0.3679261709907714
