Region,Technology,Country,Year,Latitude_Round,Longitude_Round,Total_Capacity
Southern Europe,Solar,Italy,2023,42.0,12.11,511.0
Southern Europe,Solar,Italy,2023,45.0,11.31,330.1
Southern Europe,Solar,Italy,2023,41.0,17.23,258.3
Southern Europe,Solar,Italy,2023,41.0,14.58,226.5
Southern Europe,Solar,Italy,2023,41.0,15.9,213.6
Southern Europe,Solar,Italy,2023,41.0,13.25,208.3
Southern Europe,Solar,Italy,2023,37.0,15.03,195.2
Southern Europe,Solar,Italy,2023,45.0,8.49,190.5
Southern Europe,Solar,Italy,2023,41.0,7.95,179.1
Southern Europe,Solar,Italy,2023,43.0,13.67,176.5
Southern Europe,Solar,Italy,2023,42.0,14.8,172.9
Southern Europe,Solar,Italy,2023,42.0,13.46,158.2
Southern Europe,Solar,Italy,2023,45.0,9.9,141.4
Southern Europe,Solar,Italy,2023,46.0,12.96,141.2
Southern Europe,Solar,Italy,2023,37.0,13.77,138.4
Southern Europe,Solar,Italy,2023,40.0,18.28,135.3
Southern Europe,Solar,Italy,2023,45.0,12.73,130.7
Southern Europe,Solar,Italy,2023,40.0,9.14,124.3
Southern Europe,Solar,Italy,2023,38.0,12.69,124.2
Southern Europe,Solar,Italy,2023,42.0,16.15,96.6
Southern Europe,Solar,Italy,2023,43.0,12.31,85.0
Southern Europe,Solar,Italy,2023,38.0,13.96,80.7
Southern Europe,Solar,Italy,2023,39.0,16.73,76.7
Southern Europe,Solar,Italy,2023,44.0,11.12,74.8
Southern Europe,Solar,Italy,2023,39.0,9.01,70.4
Southern Europe,Solar,Italy,2023,40.0,15.66,68.7
Southern Europe,Solar,Italy,2023,46.0,10.08,68.6
Southern Europe,Solar,Italy,2023,44.0,12.51,66.3
Southern Europe,Solar,Italy,2023,40.0,16.97,65.4
Southern Europe,Solar,Italy,2023,38.0,15.23,63.2
Southern Europe,Solar,Italy,2023,44.0,6.95,58.5
Southern Europe,Solar,Italy,2023,46.0,8.64,56.7
Southern Europe,Solar,Italy,2023,41.0,9.28,54.0
Southern Europe,Solar,Italy,2023,45.0,7.07,51.6
Southern Europe,Solar,Italy,2023,41.0,18.55,48.0
Southern Europe,Solar,Italy,2023,46.0,11.52,33.7
Southern Europe,Solar,Italy,2023,43.0,10.94,30.3
Southern Europe,Solar,Italy,2023,44.0,9.73,14.7
Southern Europe,Solar,Italy,2023,47.0,11.73,14.2
Southern Europe,Solar,Italy,2023,46.0,14.4,9.6
Southern Europe,Solar,Italy,2023,44.0,8.34,4.9
Southern Europe,Solar,Italy,2024,42.0,12.11,646.0
Southern Europe,Solar,Italy,2024,45.0,11.31,330.1
Southern Europe,Solar,Italy,2024,45.0,8.49,278.0
Southern Europe,Solar,Italy,2024,41.0,17.23,258.3
Southern Europe,Solar,Italy,2024,41.0,14.58,226.5
Southern Europe,Solar,Italy,2024,41.0,15.9,213.6
Southern Europe,Solar,Italy,2024,41.0,13.25,208.3
Southern Europe,Solar,Italy,2024,37.0,15.03,197.8
Southern Europe,Solar,Italy,2024,41.0,7.95,179.1
Southern Europe,Solar,Italy,2024,43.0,13.67,176.5
Southern Europe,Solar,Italy,2024,38.0,12.69,175.2
Southern Europe,Solar,Italy,2024,42.0,14.8,172.9
Southern Europe,Solar,Italy,2024,42.0,13.46,158.2
Southern Europe,Solar,Italy,2024,37.0,13.77,146.9
Southern Europe,Solar,Italy,2024,45.0,9.9,141.4
Southern Europe,Solar,Italy,2024,46.0,12.96,141.2
Southern Europe,Solar,Italy,2024,40.0,18.28,135.3
Southern Europe,Solar,Italy,2024,45.0,12.73,130.7
Southern Europe,Solar,Italy,2024,40.0,9.14,124.3
Southern Europe,Solar,Italy,2024,42.0,16.15,96.6
Southern Europe,Solar,Italy,2024,43.0,12.31,85.0
Southern Europe,Solar,Italy,2024,38.0,13.96,80.7
Southern Europe,Solar,Italy,2024,39.0,16.73,76.7
Southern Europe,Solar,Italy,2024,44.0,11.12,74.8
Southern Europe,Solar,Italy,2024,39.0,9.01,70.4
Southern Europe,Solar,Italy,2024,40.0,15.66,68.7
Southern Europe,Solar,Italy,2024,46.0,10.08,68.6
Southern Europe,Solar,Italy,2024,44.0,12.51,66.3
Southern Europe,Solar,Italy,2024,40.0,16.97,65.4
Southern Europe,Solar,Italy,2024,38.0,15.23,63.2
Southern Europe,Solar,Italy,2024,44.0,6.95,58.5
Southern Europe,Solar,Italy,2024,46.0,8.64,56.7
Southern Europe,Solar,Italy,2024,41.0,9.28,54.0
Southern Europe,Solar,Italy,2024,45.0,7.07,51.6
Southern Europe,Solar,Italy,2024,41.0,18.55,48.0
Southern Europe,Solar,Italy,2024,46.0,11.52,33.7
Southern Europe,Solar,Italy,2024,43.0,10.94,30.3
Southern Europe,Solar,Italy,2024,44.0,9.73,14.7
Southern Europe,Solar,Italy,2024,47.0,11.73,14.2
Southern Europe,Solar,Italy,2024,46.0,14.4,9.6
Southern Europe,Solar,Italy,2024,44.0,8.34,4.9
Southern Europe,Solar,Italy,2025,42.0,12.11,794.0
Southern Europe,Solar,Italy,2025,45.0,11.31,330.1
Southern Europe,Solar,Italy,2025,45.0,8.49,278.0
Southern Europe,Solar,Italy,2025,41.0,17.23,258.3
Southern Europe,Solar,Italy,2025,41.0,14.58,226.5
Southern Europe,Solar,Italy,2025,41.0,15.9,213.6
Southern Europe,Solar,Italy,2025,41.0,13.25,208.3
Southern Europe,Solar,Italy,2025,37.0,15.03,197.8
Southern Europe,Solar,Italy,2025,41.0,7.95,179.1
Southern Europe,Solar,Italy,2025,43.0,13.67,176.5
Southern Europe,Solar,Italy,2025,38.0,12.69,175.2
Southern Europe,Solar,Italy,2025,42.0,14.8,172.9
Southern Europe,Solar,Italy,2025,46.0,12.96,164.7
Southern Europe,Solar,Italy,2025,42.0,13.46,158.2
Southern Europe,Solar,Italy,2025,37.0,13.77,146.9
Southern Europe,Solar,Italy,2025,45.0,9.9,141.4
Southern Europe,Solar,Italy,2025,40.0,18.28,135.3
Southern Europe,Solar,Italy,2025,45.0,12.73,130.7
Southern Europe,Solar,Italy,2025,40.0,9.14,124.3
Southern Europe,Solar,Italy,2025,42.0,16.15,96.6
Southern Europe,Solar,Italy,2025,43.0,12.31,85.0
Southern Europe,Solar,Italy,2025,38.0,13.96,80.7
Southern Europe,Solar,Italy,2025,39.0,16.73,76.7
Southern Europe,Solar,Italy,2025,44.0,11.12,74.8
Southern Europe,Solar,Italy,2025,39.0,9.01,70.4
Southern Europe,Solar,Italy,2025,40.0,15.66,68.7
Southern Europe,Solar,Italy,2025,46.0,10.08,68.6
Southern Europe,Solar,Italy,2025,44.0,12.51,66.3
Southern Europe,Solar,Italy,2025,40.0,16.97,65.4
Southern Europe,Solar,Italy,2025,38.0,15.23,63.2
Southern Europe,Solar,Italy,2025,44.0,6.95,58.5
Southern Europe,Solar,Italy,2025,46.0,8.64,56.7
Southern Europe,Solar,Italy,2025,41.0,9.28,54.0
Southern Europe,Solar,Italy,2025,45.0,7.07,51.6
Southern Europe,Solar,Italy,2025,41.0,18.55,48.0
Southern Europe,Solar,Italy,2025,46.0,11.52,33.7
Southern Europe,Solar,Italy,2025,43.0,10.94,30.3
Southern Europe,Solar,Italy,2025,44.0,9.73,14.7
Southern Europe,Solar,Italy,2025,47.0,11.73,14.2
Southern Europe,Solar,Italy,2025,46.0,14.4,9.6
Southern Europe,Solar,Italy,2025,44.0,8.34,4.9
Southern Europe,Solar,Montenegro,2023,43.0,19.14,5.1
Southern Europe,Solar,Montenegro,2023,42.0,18.84,1.2
Southern Europe,Solar,Montenegro,2024,42.0,18.84,11.8
Southern Europe,Solar,Montenegro,2024,43.0,19.14,5.1
Southern Europe,Solar,Montenegro,2025,42.0,18.84,11.8
Southern Europe,Solar,Montenegro,2025,43.0,19.14,5.1
Southern Europe,Solar,North Macedonia,2023,42.0,21.53,154.1
Southern Europe,Solar,North Macedonia,2023,41.0,21.2,97.6
Southern Europe,Solar,North Macedonia,2023,41.0,22.53,65.9
Southern Europe,Solar,North Macedonia,2023,42.0,22.88,38.9
Southern Europe,Solar,North Macedonia,2024,42.0,21.53,198.9
Southern Europe,Solar,North Macedonia,2024,41.0,21.2,106.4
Southern Europe,Solar,North Macedonia,2024,41.0,22.53,85.4
Southern Europe,Solar,North Macedonia,2024,42.0,22.88,49.5
Southern Europe,Solar,North Macedonia,2025,42.0,21.53,198.9
Southern Europe,Solar,North Macedonia,2025,41.0,21.2,106.4
Southern Europe,Solar,North Macedonia,2025,41.0,22.53,85.4
Southern Europe,Solar,North Macedonia,2025,42.0,22.88,49.5
Southern Europe,Solar,Portugal,2023,39.0,-9.01,472.5
Southern Europe,Solar,Portugal,2023,37.0,-7.51,394.8
Southern Europe,Solar,Portugal,2023,38.0,-7.61,363.0
Southern Europe,Solar,Portugal,2023,39.0,-7.72,228.5
Southern Europe,Solar,Portugal,2023,40.0,-7.83,155.6
Southern Europe,Solar,Portugal,2023,37.0,-8.76,149.1
Southern Europe,Solar,Portugal,2023,38.0,-8.88,130.0
Southern Europe,Solar,Portugal,2023,41.0,-6.63,82.9
Southern Europe,Solar,Portugal,2023,42.0,-6.73,40.0
Southern Europe,Solar,Portugal,2023,40.0,-9.14,37.8
Southern Europe,Solar,Portugal,2023,41.0,-7.95,28.6
Southern Europe,Solar,Portugal,2023,33.0,-16.69,17.8
Southern Europe,Solar,Portugal,2023,40.0,-6.53,9.2
Southern Europe,Solar,Portugal,2023,41.0,-9.28,6.4
Southern Europe,Solar,Portugal,2023,39.0,-28.31,1.0
Southern Europe,Solar,Portugal,2024,39.0,-9.01,884.5
Southern Europe,Solar,Portugal,2024,39.0,-7.72,416.9
Southern Europe,Solar,Portugal,2024,37.0,-7.51,394.8
Southern Europe,Solar,Portugal,2024,40.0,-7.83,384.6
Southern Europe,Solar,Portugal,2024,38.0,-7.61,363.0
Southern Europe,Solar,Portugal,2024,37.0,-8.76,185.7
Southern Europe,Solar,Portugal,2024,38.0,-8.88,130.0
Southern Europe,Solar,Portugal,2024,40.0,-9.14,110.8
Southern Europe,Solar,Portugal,2024,41.0,-6.63,82.9
Southern Europe,Solar,Portugal,2024,42.0,-6.73,40.0
Southern Europe,Solar,Portugal,2024,41.0,-7.95,28.6
Southern Europe,Solar,Portugal,2024,33.0,-16.69,17.8
Southern Europe,Solar,Portugal,2024,40.0,-6.53,9.2
Southern Europe,Solar,Portugal,2024,41.0,-9.28,6.4
Southern Europe,Solar,Portugal,2024,39.0,-28.31,1.0
Southern Europe,Solar,Portugal,2025,39.0,-9.01,1156.5
Southern Europe,Solar,Portugal,2025,39.0,-7.72,416.9
Southern Europe,Solar,Portugal,2025,37.0,-7.51,394.8
Southern Europe,Solar,Portugal,2025,40.0,-7.83,384.6
Southern Europe,Solar,Portugal,2025,38.0,-7.61,363.0
Southern Europe,Solar,Portugal,2025,41.0,-7.95,251.3
Southern Europe,Solar,Portugal,2025,37.0,-8.76,185.7
Southern Europe,Solar,Portugal,2025,38.0,-8.88,130.0
Southern Europe,Solar,Portugal,2025,40.0,-9.14,110.8
Southern Europe,Solar,Portugal,2025,41.0,-6.63,82.9
Southern Europe,Solar,Portugal,2025,42.0,-6.73,40.0
Southern Europe,Solar,Portugal,2025,33.0,-16.69,17.8
Southern Europe,Solar,Portugal,2025,40.0,-6.53,9.2
Southern Europe,Solar,Portugal,2025,41.0,-9.28,6.4
Southern Europe,Solar,Portugal,2025,39.0,-28.31,1.0
Southern Europe,Solar,Serbia,2023,45.0,19.8,21.5
Southern Europe,Solar,Serbia,2023,43.0,21.88,15.3
Southern Europe,Solar,Serbia,2023,44.0,20.85,13.4
Southern Europe,Solar,Serbia,2023,42.0,20.18,10.6
Southern Europe,Solar,Serbia,2023,46.0,20.15,5.0
Southern Europe,Solar,Serbia,2023,45.0,22.63,4.6
Southern Europe,Solar,Serbia,2023,42.0,21.53,2.8
Southern Europe,Solar,Serbia,2023,45.0,21.21,1.2
Southern Europe,Solar,Serbia,2024,45.0,19.8,41.8
Southern Europe,Solar,Serbia,2024,43.0,21.88,24.7
Southern Europe,Solar,Serbia,2024,46.0,20.15,21.8
Southern Europe,Solar,Serbia,2024,44.0,22.24,16.0
Southern Europe,Solar,Serbia,2024,44.0,20.85,15.9
Southern Europe,Solar,Serbia,2024,42.0,20.18,10.6
Southern Europe,Solar,Serbia,2024,45.0,22.63,4.6
Southern Europe,Solar,Serbia,2024,42.0,21.53,2.8
Southern Europe,Solar,Serbia,2024,45.0,21.21,1.2
Southern Europe,Solar,Serbia,2025,46.0,20.15,64.5
Southern Europe,Solar,Serbia,2025,45.0,19.8,48.7
Southern Europe,Solar,Serbia,2025,44.0,20.85,24.8
Southern Europe,Solar,Serbia,2025,43.0,21.88,24.7
Southern Europe,Solar,Serbia,2025,44.0,22.24,16.0
Southern Europe,Solar,Serbia,2025,42.0,20.18,10.6
Southern Europe,Solar,Serbia,2025,45.0,22.63,4.6
Southern Europe,Solar,Serbia,2025,42.0,21.53,2.8
Southern Europe,Solar,Serbia,2025,43.0,20.51,1.3
Southern Europe,Solar,Serbia,2025,45.0,21.21,1.2
Southern Europe,Solar,Slovenia,2023,46.0,15.84,36.4
Southern Europe,Solar,Slovenia,2023,46.0,14.4,25.6
Southern Europe,Solar,Slovenia,2023,47.0,16.13,13.1
Southern Europe,Solar,Slovenia,2023,46.0,12.96,2.7
Southern Europe,Solar,Slovenia,2023,47.0,14.66,2.4
Southern Europe,Solar,Slovenia,2024,46.0,15.84,37.9
Southern Europe,Solar,Slovenia,2024,46.0,14.4,28.7
Southern Europe,Solar,Slovenia,2024,47.0,16.13,13.1
Southern Europe,Solar,Slovenia,2024,46.0,12.96,2.7
Southern Europe,Solar,Slovenia,2024,47.0,14.66,2.4
Southern Europe,Solar,Slovenia,2025,46.0,15.84,40.2
Southern Europe,Solar,Slovenia,2025,46.0,14.4,31.0
Southern Europe,Solar,Slovenia,2025,47.0,16.13,14.4
Southern Europe,Solar,Slovenia,2025,46.0,12.96,5.6
Southern Europe,Solar,Slovenia,2025,47.0,14.66,2.4
Southern Europe,Solar,Spain,2023,37.0,-6.26,3227.2
Southern Europe,Solar,Spain,2023,39.0,-6.43,2593.3
Southern Europe,Solar,Spain,2023,38.0,-6.35,1686.3
Southern Europe,Solar,Spain,2023,38.0,-1.27,1658.6
Southern Europe,Solar,Spain,2023,39.0,-3.86,1657.9
Southern Europe,Solar,Spain,2023,41.0,0.0,1628.7
Southern Europe,Solar,Spain,2023,41.0,-2.65,1597.6
Southern Europe,Solar,Spain,2023,40.0,-5.22,1578.4
Southern Europe,Solar,Spain,2023,40.0,-6.53,1540.0
Southern Europe,Solar,Spain,2023,40.0,-2.61,1337.0
Southern Europe,Solar,Spain,2023,39.0,-1.29,1097.7
Southern Europe,Solar,Spain,2023,39.0,-5.15,1087.0
Southern Europe,Solar,Spain,2023,38.0,-5.08,1080.1
Southern Europe,Solar,Spain,2023,41.0,-5.3,893.8
Southern Europe,Solar,Spain,2023,37.0,-2.5,854.0
Southern Europe,Solar,Spain,2023,42.0,-1.35,785.9
Southern Europe,Solar,Spain,2023,39.0,-2.57,715.5
Southern Europe,Solar,Spain,2023,40.0,-3.92,634.4
Southern Europe,Solar,Spain,2023,37.0,-3.76,484.3
Southern Europe,Solar,Spain,2023,37.0,-5.01,472.4
Southern Europe,Solar,Spain,2023,42.0,-5.38,467.3
Southern Europe,Solar,Spain,2023,41.0,-1.33,388.3
Southern Europe,Solar,Spain,2023,42.0,-4.04,323.2
Southern Europe,Solar,Spain,2023,41.0,-3.98,295.3
Southern Europe,Solar,Spain,2023,38.0,-3.81,277.8
Southern Europe,Solar,Spain,2023,40.0,-1.31,258.9
Southern Europe,Solar,Spain,2023,37.0,-7.51,242.5
Southern Europe,Solar,Spain,2023,42.0,0.0,190.0
Southern Europe,Solar,Spain,2023,42.0,-2.69,187.4
Southern Europe,Solar,Spain,2023,40.0,2.61,177.3
Southern Europe,Solar,Spain,2023,38.0,-2.54,171.7
Southern Europe,Solar,Spain,2023,42.0,1.35,144.3
Southern Europe,Solar,Spain,2023,39.0,0.0,122.9
Southern Europe,Solar,Spain,2023,40.0,3.92,120.4
Southern Europe,Solar,Spain,2023,36.0,-6.18,113.4
Southern Europe,Solar,Spain,2023,40.0,0.0,101.9
Southern Europe,Solar,Spain,2023,40.0,-7.83,99.8
Southern Europe,Solar,Spain,2023,43.0,-5.47,98.0
Southern Europe,Solar,Spain,2023,41.0,-6.63,94.7
Southern Europe,Solar,Spain,2023,28.0,-16.99,88.5
Southern Europe,Solar,Spain,2023,39.0,-7.72,86.0
Southern Europe,Solar,Spain,2023,39.0,2.57,80.2
Southern Europe,Solar,Spain,2023,38.0,-7.61,73.6
Southern Europe,Solar,Spain,2023,41.0,1.33,70.9
Southern Europe,Solar,Spain,2023,28.0,-15.86,66.2
Southern Europe,Solar,Spain,2023,37.0,-1.25,47.0
Southern Europe,Solar,Spain,2023,42.0,2.69,44.0
Southern Europe,Solar,Spain,2023,43.0,-2.73,40.4
Southern Europe,Solar,Spain,2023,41.0,2.65,28.1
Southern Europe,Solar,Spain,2023,36.0,-4.94,20.7
Southern Europe,Solar,Spain,2023,29.0,-13.72,19.7
Southern Europe,Solar,Spain,2023,42.0,-8.07,12.0
Southern Europe,Solar,Spain,2023,42.0,-6.73,11.7
Southern Europe,Solar,Spain,2023,43.0,-4.1,11.6
Southern Europe,Solar,Spain,2023,43.0,-6.84,10.4
Southern Europe,Solar,Spain,2023,43.0,-1.37,10.1
Southern Europe,Solar,Spain,2023,39.0,1.29,8.7
Southern Europe,Solar,Spain,2023,43.0,-8.2,8.4
Southern Europe,Solar,Spain,2023,43.0,0.0,6.6
Southern Europe,Solar,Spain,2023,28.0,-13.59,3.5
Southern Europe,Solar,Spain,2023,29.0,-18.29,1.9
Southern Europe,Solar,Spain,2023,39.0,3.86,1.5
Southern Europe,Solar,Spain,2023,38.0,0.0,1.2
Southern Europe,Solar,Spain,2024,37.0,-6.26,3685.1
Southern Europe,Solar,Spain,2024,39.0,-6.43,3327.7
Southern Europe,Solar,Spain,2024,39.0,-3.86,1801.0
Southern Europe,Solar,Spain,2024,38.0,-6.35,1754.5
Southern Europe,Solar,Spain,2024,38.0,-1.27,1749.3
Southern Europe,Solar,Spain,2024,41.0,0.0,1643.7
Southern Europe,Solar,Spain,2024,41.0,-2.65,1605.7
Southern Europe,Solar,Spain,2024,40.0,-5.22,1596.9
Southern Europe,Solar,Spain,2024,40.0,-2.61,1561.1
Southern Europe,Solar,Spain,2024,40.0,-6.53,1540.0
Southern Europe,Solar,Spain,2024,38.0,-5.08,1182.8
Southern Europe,Solar,Spain,2024,39.0,-1.29,1109.3
Southern Europe,Solar,Spain,2024,39.0,-5.15,1088.5
Southern Europe,Solar,Spain,2024,41.0,-5.3,911.8
Southern Europe,Solar,Spain,2024,37.0,-2.5,862.1
Southern Europe,Solar,Spain,2024,42.0,-1.35,845.6
Southern Europe,Solar,Spain,2024,37.0,-5.01,753.0
Southern Europe,Solar,Spain,2024,39.0,-2.57,716.6
Southern Europe,Solar,Spain,2024,40.0,-3.92,697.6
Southern Europe,Solar,Spain,2024,37.0,-3.76,547.6
Southern Europe,Solar,Spain,2024,42.0,-5.38,527.7
Southern Europe,Solar,Spain,2024,41.0,-1.33,464.4
Southern Europe,Solar,Spain,2024,37.0,-7.51,369.4
Southern Europe,Solar,Spain,2024,42.0,-4.04,355.3
Southern Europe,Solar,Spain,2024,41.0,-3.98,328.7
Southern Europe,Solar,Spain,2024,38.0,-3.81,297.5
Southern Europe,Solar,Spain,2024,40.0,-1.31,283.4
Southern Europe,Solar,Spain,2024,42.0,-2.69,212.8
Southern Europe,Solar,Spain,2024,42.0,0.0,197.4
Southern Europe,Solar,Spain,2024,36.0,-6.18,187.3
Southern Europe,Solar,Spain,2024,40.0,2.61,180.8
Southern Europe,Solar,Spain,2024,38.0,-2.54,175.2
Southern Europe,Solar,Spain,2024,39.0,0.0,174.0
Southern Europe,Solar,Spain,2024,42.0,1.35,171.5
Southern Europe,Solar,Spain,2024,40.0,3.92,120.4
Southern Europe,Solar,Spain,2024,40.0,0.0,108.6
Southern Europe,Solar,Spain,2024,41.0,-6.63,108.2
Southern Europe,Solar,Spain,2024,40.0,-7.83,99.8
Southern Europe,Solar,Spain,2024,43.0,-5.47,98.0
Southern Europe,Solar,Spain,2024,41.0,1.33,89.1
Southern Europe,Solar,Spain,2024,28.0,-16.99,88.5
Southern Europe,Solar,Spain,2024,39.0,-7.72,87.9
Southern Europe,Solar,Spain,2024,39.0,2.57,80.2
Southern Europe,Solar,Spain,2024,38.0,-7.61,73.6
Southern Europe,Solar,Spain,2024,28.0,-15.86,69.0
Southern Europe,Solar,Spain,2024,43.0,-4.1,61.6
Southern Europe,Solar,Spain,2024,37.0,-1.25,49.4
Southern Europe,Solar,Spain,2024,43.0,-2.73,47.6
Southern Europe,Solar,Spain,2024,42.0,2.69,47.2
Southern Europe,Solar,Spain,2024,29.0,-13.72,33.3
Southern Europe,Solar,Spain,2024,41.0,2.65,28.1
Southern Europe,Solar,Spain,2024,36.0,-4.94,20.7
Southern Europe,Solar,Spain,2024,42.0,-8.07,13.0
Southern Europe,Solar,Spain,2024,42.0,-6.73,11.7
Southern Europe,Solar,Spain,2024,43.0,-6.84,10.4
Southern Europe,Solar,Spain,2024,43.0,-1.37,10.1
Southern Europe,Solar,Spain,2024,39.0,1.29,8.7
Southern Europe,Solar,Spain,2024,43.0,-8.2,8.4
Southern Europe,Solar,Spain,2024,43.0,0.0,6.6
Southern Europe,Solar,Spain,2024,28.0,-13.59,5.0
Southern Europe,Solar,Spain,2024,42.0,-9.42,2.0
Southern Europe,Solar,Spain,2024,29.0,-18.29,1.9
Southern Europe,Solar,Spain,2024,39.0,3.86,1.5
Southern Europe,Solar,Spain,2024,38.0,0.0,1.2
Southern Europe,Solar,Spain,2025,37.0,-6.26,3691.5
Southern Europe,Solar,Spain,2025,39.0,-6.43,3587.0
Southern Europe,Solar,Spain,2025,38.0,-1.27,1897.9
Southern Europe,Solar,Spain,2025,38.0,-6.35,1850.2
Southern Europe,Solar,Spain,2025,39.0,-3.86,1820.0
Southern Europe,Solar,Spain,2025,40.0,-2.61,1718.9
Southern Europe,Solar,Spain,2025,40.0,-5.22,1706.0
Southern Europe,Solar,Spain,2025,41.0,0.0,1700.0
Southern Europe,Solar,Spain,2025,41.0,-2.65,1638.5
Southern Europe,Solar,Spain,2025,40.0,-6.53,1548.9
Southern Europe,Solar,Spain,2025,38.0,-5.08,1543.8
Southern Europe,Solar,Spain,2025,39.0,-1.29,1121.4
Southern Europe,Solar,Spain,2025,39.0,-5.15,1090.9
Southern Europe,Solar,Spain,2025,41.0,-5.3,938.8
Southern Europe,Solar,Spain,2025,42.0,-1.35,933.8
Southern Europe,Solar,Spain,2025,37.0,-2.5,892.4
Southern Europe,Solar,Spain,2025,37.0,-5.01,764.1
Southern Europe,Solar,Spain,2025,40.0,-3.92,761.5
Southern Europe,Solar,Spain,2025,39.0,-2.57,724.6
Southern Europe,Solar,Spain,2025,37.0,-3.76,556.8
Southern Europe,Solar,Spain,2025,42.0,-5.38,552.8
Southern Europe,Solar,Spain,2025,42.0,-4.04,470.4
Southern Europe,Solar,Spain,2025,41.0,-3.98,467.8
Southern Europe,Solar,Spain,2025,41.0,-1.33,467.7
Southern Europe,Solar,Spain,2025,37.0,-7.51,369.4
Southern Europe,Solar,Spain,2025,38.0,-3.81,301.6
Southern Europe,Solar,Spain,2025,40.0,-1.31,284.6
Southern Europe,Solar,Spain,2025,42.0,-2.69,219.1
Southern Europe,Solar,Spain,2025,42.0,1.35,216.0
Southern Europe,Solar,Spain,2025,42.0,0.0,204.0
Southern Europe,Solar,Spain,2025,36.0,-6.18,187.3
Southern Europe,Solar,Spain,2025,40.0,2.61,180.8
Southern Europe,Solar,Spain,2025,38.0,-2.54,178.8
Southern Europe,Solar,Spain,2025,39.0,0.0,176.8
Southern Europe,Solar,Spain,2025,40.0,3.92,120.4
Southern Europe,Solar,Spain,2025,41.0,-6.63,118.1
Southern Europe,Solar,Spain,2025,40.0,0.0,108.6
Southern Europe,Solar,Spain,2025,40.0,-7.83,99.8
Southern Europe,Solar,Spain,2025,43.0,-5.47,99.3
Southern Europe,Solar,Spain,2025,41.0,1.33,92.7
Southern Europe,Solar,Spain,2025,28.0,-16.99,88.5
Southern Europe,Solar,Spain,2025,39.0,-7.72,87.9
Southern Europe,Solar,Spain,2025,39.0,2.57,83.9
Southern Europe,Solar,Spain,2025,38.0,-7.61,80.5
Southern Europe,Solar,Spain,2025,28.0,-15.86,69.0
Southern Europe,Solar,Spain,2025,43.0,-2.73,64.9
Southern Europe,Solar,Spain,2025,43.0,-4.1,64.7
Southern Europe,Solar,Spain,2025,42.0,2.69,50.2
Southern Europe,Solar,Spain,2025,37.0,-1.25,49.4
Southern Europe,Solar,Spain,2025,29.0,-13.72,33.3
Southern Europe,Solar,Spain,2025,41.0,2.65,28.1
Southern Europe,Solar,Spain,2025,42.0,-8.07,21.0
Southern Europe,Solar,Spain,2025,36.0,-4.94,20.7
Southern Europe,Solar,Spain,2025,42.0,-6.73,19.3
Southern Europe,Solar,Spain,2025,43.0,-8.2,11.6
Southern Europe,Solar,Spain,2025,43.0,-6.84,10.4
Southern Europe,Solar,Spain,2025,43.0,-1.37,10.1
Southern Europe,Solar,Spain,2025,39.0,1.29,8.7
Southern Europe,Solar,Spain,2025,28.0,-13.59,8.4
Southern Europe,Solar,Spain,2025,43.0,0.0,6.6
Southern Europe,Solar,Spain,2025,38.0,0.0,3.6
Southern Europe,Solar,Spain,2025,42.0,-9.42,3.5
Southern Europe,Solar,Spain,2025,29.0,-18.29,1.9
Southern Europe,Solar,Spain,2025,39.0,3.86,1.5
Southern Europe,Wind,Bosnia and Herzegovina,2023,44.0,16.68,87.0
Southern Europe,Wind,Bosnia and Herzegovina,2023,43.0,17.78,48.0
Southern Europe,Wind,Bosnia and Herzegovina,2024,44.0,16.68,171.0
Southern Europe,Wind,Bosnia and Herzegovina,2024,43.0,17.78,48.0
Southern Europe,Wind,Bosnia and Herzegovina,2025,44.0,16.68,171.0
Southern Europe,Wind,Bosnia and Herzegovina,2025,43.0,17.78,48.0
Southern Europe,Wind,Bosnia and Herzegovina,2025,44.0,18.07,25.0
Southern Europe,Wind,Croatia,2023,44.0,16.68,482.0
Southern Europe,Wind,Croatia,2023,45.0,15.56,198.0
Southern Europe,Wind,Croatia,2023,44.0,15.29,159.0
Southern Europe,Wind,Croatia,2023,43.0,17.78,71.0
Southern Europe,Wind,Croatia,2023,43.0,16.41,44.0
Southern Europe,Wind,Croatia,2024,44.0,16.68,482.0
Southern Europe,Wind,Croatia,2024,44.0,15.29,270.0
Southern Europe,Wind,Croatia,2024,45.0,15.56,198.0
Southern Europe,Wind,Croatia,2024,43.0,17.78,71.0
Southern Europe,Wind,Croatia,2024,43.0,16.41,44.0
Southern Europe,Wind,Croatia,2025,44.0,16.68,512.0
Southern Europe,Wind,Croatia,2025,44.0,15.29,270.0
Southern Europe,Wind,Croatia,2025,45.0,15.56,198.0
Southern Europe,Wind,Croatia,2025,43.0,17.78,71.0
Southern Europe,Wind,Croatia,2025,43.0,16.41,44.0
Southern Europe,Wind,Greece,2023,38.0,22.84,1029.2
Southern Europe,Wind,Greece,2023,38.0,24.11,1020.1
Southern Europe,Wind,Greece,2023,41.0,26.5,366.6
Southern Europe,Wind,Greece,2023,37.0,22.54,355.4
Southern Europe,Wind,Greece,2023,40.0,22.19,293.4
Southern Europe,Wind,Greece,2023,38.0,21.57,270.1
Southern Europe,Wind,Greece,2023,39.0,21.87,140.9
Southern Europe,Wind,Greece,2023,37.0,23.79,138.3
Southern Europe,Wind,Greece,2023,39.0,23.16,137.6
