Region,Date,Wind_Shortwave_Radiation_Sum,Wind_Temperature_2M_Max,Wind_Wind_Gusts_10M_Max,Wind_Precipitation_Sum,Wind_Apparent_Temperature_Min,Wind_Wind_Speed_100M,Wind_Wind_Speed_100M_Cubed,Wind_Snow_Depth,Solar_Shortwave_Radiation_Sum,Solar_Temperature_2M_Max,Solar_Wind_Gusts_10M_Max,Solar_Precipitation_Sum,Solar_Apparent_Temperature_Min,Solar_Wind_Speed_100M,Solar_Wind_Speed_100M_Cubed,Solar_Snow_Depth,Hydro_Shortwave_Radiation_Sum,Hydro_Temperature_2M_Max,Hydro_Wind_Gusts_10M_Max,Hydro_Precipitation_Sum,Hydro_Apparent_Temperature_Min,Hydro_Wind_Speed_100M,Hydro_Wind_Speed_100M_Cubed,Hydro_Snow_Depth,Bioenergy_Shortwave_Radiation_Sum,Bioenergy_Temperature_2M_Max,Bioenergy_Wind_Gusts_10M_Max,Bioenergy_Precipitation_Sum,Bioenergy_Apparent_Temperature_Min,Bioenergy_Wind_Speed_100M,Bioenergy_Wind_Speed_100M_Cubed,Bioenergy_Snow_Depth
Northern Europe,2024-04-30,17.3,11.83,36.93,1.85,-0.24,21.88,19935.65,0.18,17.61,15.75,41.63,1.96,5.21,27.42,28104.3,0.0,17.16,9.48,34.0,1.0,-2.74,18.31,11436.18,0.84,19.26,13.57,40.3,0.49,1.22,24.84,22833.49,0.04
Northern Europe,2024-05-01,21.29,13.83,34.11,0.62,-0.46,20.36,20517.28,0.16,22.71,17.85,41.61,0.12,4.72,28.74,33672.65,0.0,21.31,12.4,32.1,2.04,-1.59,17.37,11101.43,0.81,21.97,14.55,36.27,0.01,0.93,22.91,23572.66,0.04
Northern Europe,2024-05-02,19.04,14.05,31.74,0.74,0.94,20.26,23609.71,0.15,20.96,17.35,43.3,0.89,5.22,31.34,44311.3,0.0,21.58,13.47,26.17,0.14,0.07,13.61,6484.46,0.78,20.72,14.69,34.39,0.04,1.45,23.88,31747.72,0.03
Northern Europe,2024-05-03,19.92,14.59,30.3,0.37,1.58,18.63,16915.25,0.13,20.81,17.01,39.02,0.83,5.41,26.43,28461.43,0.0,21.42,13.76,25.22,0.2,-0.02,13.19,5475.16,0.74,20.2,15.17,33.26,0.19,2.33,21.73,20864.22,0.03
Northern Europe,2024-05-04,19.71,13.53,31.32,0.41,2.0,17.38,10422.62,0.11,16.96,15.95,29.84,0.7,6.28,14.98,6102.57,0.0,22.27,13.03,26.9,0.14,0.27,12.82,4588.76,0.71,19.63,15.14,33.97,0.77,2.55,18.7,11831.55,0.02
Northern Europe,2024-05-05,17.82,10.48,33.07,1.53,-0.04,17.6,9929.27,0.1,14.88,14.61,34.84,5.33,4.38,17.66,9874.06,0.0,17.49,9.47,25.62,0.86,-0.74,12.22,5053.65,0.68,15.7,11.13,33.99,3.02,1.14,18.47,9714.65,0.02
Northern Europe,2024-05-06,15.59,8.62,34.17,1.12,-1.03,18.52,9868.15,0.1,14.15,12.95,37.08,2.94,3.9,20.3,11338.77,0.0,14.91,7.74,28.06,1.43,-1.61,13.1,5062.63,0.65,15.51,8.64,35.13,1.44,-0.56,19.76,11264.07,0.02
Northern Europe,2024-05-07,18.14,9.17,34.81,0.45,-2.26,17.39,9000.03,0.1,19.51,12.09,36.07,0.49,2.28,19.81,10731.92,0.0,15.81,7.4,29.59,1.37,-2.9,12.82,4246.95,0.63,20.59,8.9,36.65,0.25,-2.45,18.51,10223.34,0.02
Northern Europe,2024-05-08,17.19,8.38,32.53,1.17,-1.92,16.55,7254.81,0.1,20.51,12.27,32.77,0.35,1.91,16.56,6081.81,0.0,15.68,6.89,31.04,1.72,-2.95,14.47,5744.2,0.62,19.39,8.67,34.64,1.37,-2.53,16.91,7357.63,0.02
Northern Europe,2024-05-09,13.66,9.92,39.57,2.02,-1.33,20.06,14071.73,0.09,14.43,12.87,36.28,0.45,2.1,19.31,10391.52,0.0,9.75,7.15,43.05,4.11,-2.73,18.89,11594.67,0.6,15.53,10.53,38.2,0.66,-0.85,19.25,11920.0,0.02
Northern Europe,2024-05-10,20.12,10.8,44.28,0.62,0.2,23.94,21016.35,0.09,17.2,13.73,40.17,0.92,4.77,23.43,17482.32,0.0,17.22,7.71,37.84,0.74,-2.59,18.04,12728.06,0.58,18.15,11.11,44.73,1.02,1.36,24.44,23040.12,0.02
Northern Europe,2024-05-11,22.28,12.72,32.57,0.42,-0.01,17.26,10329.96,0.08,24.06,15.44,35.61,0.11,2.85,19.85,14319.2,0.0,19.44,11.01,27.78,0.52,-2.42,12.98,6095.9,0.56,22.9,12.61,36.68,0.12,0.39,18.87,13354.53,0.02
Northern Europe,2024-05-12,17.8,14.25,30.97,1.08,2.1,16.72,8725.65,0.07,24.57,15.76,33.13,0.43,3.81,18.86,9596.92,0.0,18.63,13.43,27.29,1.01,1.09,12.65,4362.75,0.53,20.72,14.62,29.85,0.24,1.05,16.77,7547.7,0.01
Northern Europe,2024-05-13,20.97,16.94,33.56,1.66,3.45,18.47,15942.13,0.06,21.17,16.86,40.01,1.76,4.18,24.53,25951.12,0.0,21.84,15.3,34.23,0.3,2.24,15.8,8521.16,0.5,20.81,16.77,30.14,0.13,3.52,16.51,10353.03,0.01
Northern Europe,2024-05-14,21.7,18.34,37.41,1.2,4.68,21.71,20995.92,0.06,23.17,18.34,39.07,0.95,6.0,25.35,26424.06,0.0,23.74,16.73,36.21,0.33,2.34,17.72,10000.81,0.46,22.55,18.39,35.54,0.44,4.9,21.27,19206.68,0.01
Northern Europe,2024-05-15,23.59,19.23,39.48,0.53,6.08,23.87,23954.27,0.05,24.2,19.41,40.35,0.2,7.45,25.87,29504.48,0.0,23.22,17.61,34.01,0.6,3.62,16.14,8126.77,0.42,24.44,19.83,41.28,0.19,5.8,27.24,29384.66,0.0
Northern Europe,2024-05-16,24.19,18.21,36.63,0.43,5.98,20.81,22501.69,0.04,25.01,19.28,45.68,0.99,7.76,29.17,41848.93,0.0,24.4,17.65,34.28,0.09,4.14,14.36,6408.62,0.39,25.1,19.07,41.65,0.11,6.7,26.51,32297.98,0.0
Northern Europe,2024-05-17,24.03,19.32,38.5,0.37,5.64,22.89,22839.63,0.04,24.29,19.61,43.11,0.59,8.05,27.92,33022.89,0.0,24.34,18.38,34.37,0.07,3.94,15.78,6484.21,0.35,25.98,19.6,36.98,0.02,6.19,23.12,24188.79,0.0
Northern Europe,2024-05-18,23.23,19.08,38.82,0.54,6.14,23.23,20328.6,0.03,24.39,20.74,32.78,0.31,7.95,20.31,12989.37,0.0,23.1,17.59,38.16,1.13,3.77,16.84,8466.9,0.32,25.56,20.21,37.06,0.03,6.36,23.29,21499.93,0.0
Northern Europe,2024-05-19,21.56,17.14,42.85,0.85,4.7,21.51,16903.44,0.03,24.98,21.78,32.84,0.67,8.7,16.81,7899.83,0.0,19.63,13.8,42.94,1.45,2.07,18.28,11509.21,0.3,23.99,20.61,39.66,0.26,7.13,20.82,15657.05,0.0
Northern Europe,2024-05-20,25.33,14.99,35.89,0.23,3.36,18.37,11716.46,0.03,25.42,20.92,36.15,0.45,8.67,17.37,9424.55,0.0,24.09,13.88,32.43,0.42,0.55,14.22,6083.25,0.28,25.36,16.56,38.43,0.13,5.59,20.52,13254.04,0.0
Northern Europe,2024-05-21,22.74,16.22,33.13,0.88,3.19,17.98,13107.87,0.03,25.13,19.86,42.76,2.52,8.76,25.3,25764.48,0.0,22.35,16.07,27.52,0.46,1.98,12.25,4004.6,0.26,25.44,17.58,35.3,0.31,3.84,20.6,15276.34,0.0
Northern Europe,2024-05-22,24.01,18.46,41.06,0.25,3.93,23.29,26508.72,0.02,23.2,21.03,52.0,0.61,8.3,33.55,49249.68,0.0,25.47,18.29,39.04,0.1,3.31,19.05,12172.73,0.23,25.49,19.52,39.93,0.08,5.0,24.75,30971.49,0.0
Northern Europe,2024-05-23,22.64,19.9,43.66,1.95,6.02,24.48,22092.68,0.02,17.23,19.3,43.37,6.73,10.01,25.36,21898.58,0.0,24.1,20.21,47.1,0.71,5.92,22.81,15939.98,0.21,23.14,20.55,41.27,1.86,7.62,23.69,19321.52,0.0
Northern Europe,2024-05-24,19.96,19.14,36.77,1.38,8.51,18.55,14722.17,0.02,20.58,19.77,33.39,0.56,10.23,18.28,9861.99,0.0,19.6,18.06,32.51,2.35,7.52,14.8,6322.77,0.18,20.78,20.08,36.2,1.73,10.06,19.53,12176.25,0.0
Northern Europe,2024-05-25,21.48,18.39,35.8,1.34,7.58,18.08,11930.68,0.02,20.67,20.67,37.2,1.65,10.04,19.1,10768.19,0.0,22.59,18.53,32.0,2.35,6.26,13.1,5178.46,0.16,22.78,20.63,32.76,1.23,9.97,15.83,8458.19,0.0
Northern Europe,2024-05-26,23.08,19.64,34.89,1.98,7.67,17.9,9839.19,0.02,21.8,21.27,34.26,5.29,11.78,17.14,7713.56,0.0,22.52,20.06,41.54,3.58,7.31,16.96,7920.27,0.14,24.18,20.53,34.24,1.27,9.62,17.62,8082.8,0.0
Northern Europe,2024-05-27,21.94,20.4,41.06,1.91,9.28,21.27,13509.61,0.01,21.8,20.82,36.7,1.62,11.77,18.85,9698.96,0.0,19.13,18.96,39.45,5.31,8.81,17.54,7981.9,0.13,22.77,21.25,38.78,1.61,10.46,20.63,12275.33,0.0
Northern Europe,2024-05-28,20.8,19.99,40.81,2.75,10.06,20.83,14852.43,0.01,17.78,19.72,38.6,6.36,10.72,19.4,11829.42,0.0,19.29,17.96,35.3,3.99,8.17,15.13,5689.62,0.11,22.45,21.67,40.91,1.67,11.43,19.6,12662.71,0.0
Northern Europe,2024-05-29,21.22,19.99,41.55,2.61,9.24,20.55,15438.87,0.01,17.7,19.54,45.63,6.46,10.61,23.49,19428.88,0.0,19.98,18.02,37.89,3.51,7.67,16.78,8030.03,0.1,21.75,20.9,39.24,2.04,10.82,19.1,14220.73,0.0
Northern Europe,2024-05-30,22.23,19.39,36.82,2.13,8.99,17.73,11979.51,0.01,22.82,20.28,36.5,2.5,10.6,18.28,11402.05,0.0,19.31,17.84,37.14,5.17,7.43,15.32,6319.22,0.08,22.97,21.16,32.37,2.38,11.29,15.15,6008.99,0.0
Northern Europe,2024-05-31,22.52,20.51,33.88,2.15,10.05,16.35,8676.1,0.01,21.12,21.41,37.26,5.19,11.73,20.08,10320.94,0.0,22.96,19.18,29.35,1.22,7.92,10.37,2687.99,0.07,23.07,22.77,32.38,1.87,12.1,15.27,5914.29,0.0
Northern Europe,2024-06-01,23.13,21.29,31.53,1.67,10.94,14.79,7441.8,0.01,23.36,22.27,32.18,3.54,13.15,16.62,6644.03,0.0,21.71,18.85,30.11,1.35,8.8,11.0,3518.59,0.06,24.09,23.65,32.51,1.51,13.73,15.33,5595.82,0.0
Northern Europe,2024-06-02,22.32,19.85,35.68,2.03,10.19,18.23,13294.47,0.01,23.63,20.94,37.12,2.31,11.59,18.35,10103.3,0.0,21.88,17.74,33.21,0.73,7.66,13.67,6080.07,0.05,23.58,22.03,34.53,2.43,13.98,16.58,8010.05,0.0
Northern Europe,2024-06-03,18.01,18.37,40.06,2.27,8.81,20.37,17446.73,0.01,17.96,18.58,42.51,1.22,10.75,24.5,21740.83,0.0,17.51,15.06,44.29,3.53,5.27,19.29,13500.66,0.04,20.44,20.79,37.12,0.91,12.1,19.04,14074.18,0.0
Northern Europe,2024-06-04,22.14,17.73,45.83,3.42,7.09,23.31,22120.23,0.01,20.66,18.81,42.96,1.09,9.56,23.4,17246.59,0.0,18.28,14.48,53.74,8.22,3.32,24.73,24359.95,0.03,24.07,20.18,40.41,0.8,10.7,21.12,14129.89,0.0
Northern Europe,2024-06-05,21.09,17.16,49.94,3.99,5.75,25.8,26500.46,0.01,22.81,17.42,46.18,5.38,7.37,26.14,28160.93,0.0,17.86,13.38,49.92,10.28,2.93,22.3,20054.02,0.03,22.87,19.74,49.18,2.3,9.33,25.01,25541.61,0.0
Northern Europe,2024-06-06,20.98,15.09,44.69,3.27,5.67,21.54,13925.7,0.0,21.8,16.03,47.51,2.87,7.07,23.69,16512.11,0.0,20.93,12.32,44.7,4.08,2.32,18.63,8934.87,0.02,21.67,17.36,45.8,2.15,7.83,22.4,15438.97,0.0
Northern Europe,2024-06-07,22.38,14.95,39.21,1.96,5.03,19.29,11624.36,0.0,20.52,15.67,41.97,2.18,6.49,21.38,12841.06,0.0,21.85,11.96,34.9,2.84,1.64,14.44,4705.97,0.02,23.7,16.36,38.75,1.65,7.01,19.89,10451.61,0.0
Northern Europe,2024-06-08,20.82,14.73,41.16,4.58,4.85,20.55,15068.37,0.0,16.43,15.26,45.63,8.54,6.6,24.65,19715.36,0.0,18.57,11.18,39.36,7.22,1.85,16.39,7641.28,0.02,18.97,15.94,41.78,5.64,6.75,20.57,14953.99,0.0
Northern Europe,2024-06-09,16.84,13.45,53.03,7.73,4.35,27.38,33724.24,0.0,18.37,14.45,57.57,5.53,5.42,33.82,45729.61,0.0,15.33,10.53,42.38,8.52,1.83,18.59,12581.81,0.02,19.54,14.81,57.25,6.86,5.37,29.62,37423.69,0.0
Northern Europe,2024-06-10,19.98,13.53,45.53,4.34,4.27,24.49,25352.15,0.0,21.51,15.83,49.7,2.24,5.59,29.34,32926.37,0.0,17.57,11.81,41.01,5.55,2.17,18.92,12340.18,0.01,20.42,14.86,51.99,5.92,5.0,28.21,31423.1,0.0
Northern Europe,2024-06-11,20.1,14.19,38.8,3.51,4.96,19.98,14666.55,0.0,19.68,16.15,42.81,2.24,6.99,22.8,18395.51,0.0,20.12,12.62,33.02,2.89,2.62,14.21,6178.18,0.01,21.32,15.85,39.35,2.72,6.85,19.77,12240.03,0.0
Northern Europe,2024-06-12,21.92,14.51,35.8,2.05,5.1,17.29,11267.44,0.0,22.79,15.13,42.01,1.89,6.55,24.07,18940.9,0.0,17.32,11.83,30.55,4.56,2.91,12.21,4702.16,0.01,21.56,15.67,35.43,3.14,7.16,17.61,10610.11,0.0
Northern Europe,2024-06-13,21.07,15.12,38.28,3.78,5.44,17.58,13908.15,0.0,20.1,15.25,43.21,3.37,6.19,23.48,20697.81,0.0,18.45,12.79,29.11,3.59,3.43,10.32,2852.03,0.0,22.74,15.36,36.63,3.21,6.7,17.52,9040.27,0.0
Northern Europe,2024-06-14,20.59,15.24,34.63,2.62,6.26,16.69,10038.05,0.0,18.3,16.45,36.59,3.6,7.96,19.66,12090.44,0.0,19.85,13.8,32.33,2.7,4.17,12.28,4025.24,0.0,21.54,16.36,34.79,1.56,7.16,17.78,10462.39,0.0
Northern Europe,2024-06-15,19.89,16.05,42.07,4.71,6.53,21.48,20812.8,0.0,16.74,16.77,43.32,8.12,8.08,25.2,27849.29,0.0,17.75,14.75,39.25,7.13,4.95,17.87,12484.88,0.0,20.48,17.35,42.2,4.82,7.91,23.1,25484.79,0.0
Northern Europe,2024-06-16,18.85,16.9,39.79,2.88,7.64,21.56,14277.96,0.0,21.62,19.08,40.17,2.52,9.18,23.29,16906.71,0.0,18.99,15.14,42.23,5.32,5.89,19.51,10626.93,0.0,21.3,18.82,39.31,1.47,8.87,22.1,15566.45,0.0
Northern Europe,2024-06-17,18.72,17.7,34.65,3.71,9.56,17.7,8833.74,0.0,21.5,19.1,33.53,3.77,11.11,17.76,7289.96,0.0,17.55,15.47,38.32,7.93,7.12,16.72,7106.07,0.0,21.0,19.83,33.82,2.88,11.23,16.92,6944.09,0.0
Northern Europe,2024-06-18,20.14,16.92,37.8,3.9,9.54,18.61,10979.5,0.0,23.02,18.22,38.31,1.42,10.63,20.28,10951.01,0.0,17.81,15.07,33.16,7.24,7.18,12.98,4446.06,0.0,21.04,18.5,38.71,3.53,11.21,19.71,11273.31,0.0
Northern Europe,2024-06-19,20.94,15.8,47.76,2.95,7.02,24.61,22936.14,0.0,19.76,17.44,47.43,3.64,8.35,24.51,20758.08,0.0,17.37,13.63,47.26,4.47,4.26,20.52,15268.59,0.0,21.78,17.57,45.06,1.97,9.29,24.43,19206.84,0.0
Northern Europe,2024-06-20,20.39,16.27,49.29,1.45,6.14,26.2,31057.8,0.0,26.05,17.94,43.39,0.5,7.99,24.53,20471.43,0.0,16.89,13.32,52.51,3.04,3.08,24.55,23864.28,0.0,24.16,18.15,49.56,0.75,8.0,27.6,27383.95,0.0
Northern Europe,2024-06-21,21.27,16.67,43.86,2.01,6.92,22.82,19703.08,0.0,22.35,19.41,39.74,3.25,8.82,20.4,14326.87,0.0,22.04,15.64,38.19,1.12,3.75,16.15,8278.22,0.0,24.88,18.67,40.83,0.98,8.86,20.84,15856.29,0.0
Northern Europe,2024-06-22,18.41,17.49,34.11,3.09,8.32,17.91,9754.29,0.0,16.32,18.39,38.0,6.83,9.61,21.63,14493.15,0.0,16.03,15.94,27.16,3.14,6.83,11.38,3173.29,0.0,17.62,18.42,37.06,3.92,9.54,20.07,11870.41,0.0
Northern Europe,2024-06-23,18.5,17.95,33.39,1.67,8.69,17.83,11106.06,0.0,19.97,18.87,36.98,1.11,10.91,21.08,12675.85,0.0,15.29,16.07,36.35,3.06,7.01,16.09,7527.92,0.0,20.28,19.34,34.67,0.88,10.05,18.87,11912.19,0.0
Northern Europe,2024-06-24,23.15,18.78,36.63,0.97,9.48,19.19,13884.3,0.0,23.65,20.0,30.9,0.33,11.91,15.63,5350.29,0.0,23.33,17.69,33.34,1.1,5.91,14.94,7609.54,0.0,24.23,20.15,31.6,0.8,11.69,15.7,6233.44,0.0
Northern Europe,2024-06-25,24.76,21.85,34.28,0.46,10.15,17.93,10764.66,0.0,25.33,21.92,27.24,0.09,11.52,14.14,4403.38,0.0,23.39,20.96,37.03,1.23,8.24,15.81,8248.1,0.0,26.82,22.83,32.88,0.06,11.44,17.85,10307.92,0.0
Northern Europe,2024-06-26,23.62,21.56,33.85,0.76,11.99,16.91,11157.18,0.0,26.59,23.87,29.8,0.05,12.63,16.37,7206.95,0.0,22.74,19.89,29.29,1.04,10.46,11.59,3352.49,0.0,26.35,24.15,29.64,0.46,13.53,16.34,7895.4,0.0
Northern Europe,2024-06-27,24.37,22.68,41.07,1.03,11.71,21.98,25961.97,0.0,24.12,25.13,38.48,2.48,14.18,22.34,17806.36,0.0,24.9,22.3,44.22,0.45,10.64,18.53,13428.61,0.0,26.07,25.36,33.19,0.45,14.81,16.94,8489.54,0.0
Northern Europe,2024-06-28,21.22,22.44,49.66,3.6,11.81,25.35,24568.63,0.0,23.52,23.13,48.43,2.25,13.54,24.87,22652.69,0.0,20.29,20.53,52.32,6.11,8.98,25.61,21951.47,0.0,22.97,24.85,44.93,3.58,14.53,21.71,16035.87,0.0
Northern Europe,2024-06-29,20.84,18.89,53.36,4.72,9.95,27.9,31333.05,0.0,21.44,20.39,41.8,2.6,12.15,22.67,15174.57,0.0,18.78,15.79,52.14,8.22,6.39,25.15,20811.2,0.0,22.68,21.29,51.14,2.4,12.33,28.47,31877.05,0.0
Northern Europe,2024-06-30,17.47,17.4,41.49,3.57,8.8,21.01,14722.1,0.0,16.92,19.97,39.12,5.02,11.07,21.29,13731.17,0.0,19.2,15.01,35.87,1.42,5.53,15.73,8572.47,0.0,14.43,18.53,41.3,8.22,11.44,22.06,15784.65,0.0
Northern Europe,2024-07-01,13.41,16.48,37.11,4.26,9.65,19.64,12047.16,0.0,17.29,19.52,44.07,3.35,11.72,24.22,17341.46,0.0,14.06,14.63,35.3,4.44,6.96,15.73,7085.3,0.0,17.35,19.72,42.24,4.93,11.62,22.85,15785.59,0.0
Northern Europe,2024-07-02,16.76,16.44,42.42,2.4,8.75,22.26,18204.48,0.0,14.93,17.96,41.5,1.37,10.26,23.21,19186.83,0.0,12.82,13.47,37.5,5.67,6.51,17.47,9232.94,0.0,17.89,18.66,41.73,0.9,10.9,23.13,17429.76,0.0
Northern Europe,2024-07-03,18.36,16.34,37.46,2.06,8.39,18.85,14655.52,0.0,17.46,17.36,44.52,3.96,9.97,24.46,20141.95,0.0,17.49,14.27,29.5,2.16,5.71,12.13,3645.46,0.0,17.69,17.62,35.05,3.14,11.03,17.46,10692.11,0.0
Northern Europe,2024-07-04,17.31,16.69,47.71,4.84,8.13,24.34,24651.67,0.0,17.22,16.85,50.15,7.55,9.05,27.99,34645.4,0.0,14.34,13.93,44.99,7.89,5.56,18.03,9992.82,0.0,17.36,17.82,48.08,4.91,10.03,25.07,23374.35,0.0
Northern Europe,2024-07-05,17.62,15.64,44.28,5.75,7.87,24.45,23551.37,0.0,20.52,16.77,54.34,5.41,8.53,29.93,38146.49,0.0,16.62,13.12,35.71,6.54,5.23,16.5,6907.62,0.0,19.17,17.2,49.51,5.66,9.16,26.7,28273.42,0.0
Northern Europe,2024-07-06,18.47,16.54,45.89,4.25,7.34,23.12,20087.38,0.0,17.74,19.65,58.63,6.2,8.05,30.57,39973.16,0.0,17.07,14.25,35.39,4.09,5.0,15.58,6379.89,0.0,18.43,18.61,51.8,3.61,8.66,28.3,29790.94,0.0
Northern Europe,2024-07-07,16.39,16.07,55.89,8.21,8.27,29.28,44223.38,0.0,21.39,19.04,62.0,3.78,9.57,33.07,55056.14,0.0,12.21,13.36,46.84,13.19,6.07,21.56,18464.53,0.0,17.68,18.32,64.68,6.71,9.7,37.41,70020.06,0.0
Northern Europe,2024-07-08,20.63,17.24,42.55,2.46,8.83,22.03,20408.38,0.0,21.38,18.57,37.76,3.22,10.44,18.8,10068.05,0.0,18.22,14.43,36.43,4.55,6.27,16.6,7339.42,0.0,22.34,18.89,48.24,1.74,10.16,26.18,26712.34,0.0
Northern Europe,2024-07-09,20.23,17.81,36.09,2.25,9.0,18.18,10934.17,0.0,17.31,20.11,38.09,1.33,9.85,20.0,14605.68,0.0,20.86,15.58,29.82,1.75,5.85,12.04,3044.1,0.0,20.67,19.42,37.51,1.74,10.33,19.04,11247.35,0.0
Northern Europe,2024-07-10,18.9,19.31,39.27,5.02,9.89,20.98,17728.11,0.0,20.06,22.17,43.19,5.22,13.1,24.36,22013.56,0.0,12.86,15.78,37.7,10.13,6.74,16.63,8774.31,0.0,20.26,21.25,39.13,3.81,11.91,20.45,18273.95,0.0
Northern Europe,2024-07-11,13.81,18.7,37.61,8.02,11.61,20.72,14596.17,0.0,18.8,21.49,39.7,3.0,14.52,21.65,14954.14,0.0,13.33,16.99,33.38,8.11,9.74,14.61,6576.69,0.0,15.17,21.29,37.72,5.64,14.11,20.69,15718.75,0.0
Northern Europe,2024-07-12,17.8,18.89,32.89,2.8,12.4,17.08,8247.02,0.0,18.88,20.67,35.75,2.71,14.11,17.08,8933.91,0.0,17.81,17.48,29.31,2.22,10.2,12.27,3459.09,0.0,19.24,21.12,31.64,3.35,15.17,15.99,7425.36,0.0
Northern Europe,2024-07-13,18.93,19.91,34.38,3.85,11.63,18.89,13605.04,0.0,12.19,20.45,41.24,10.68,13.94,23.03,20532.79,0.0,22.28,19.98,31.11,1.1,8.87,13.83,5203.54,0.0,16.75,21.09,36.0,7.0,14.19,19.46,14094.18,0.0
Northern Europe,2024-07-14,17.99,19.05,39.87,4.41,11.94,21.53,16547.24,0.0,18.53,19.88,41.67,6.86,13.46,22.31,17255.19,0.0,14.56,17.87,33.67,7.2,10.76,15.04,6522.36,0.0,17.13,20.32,41.08,5.26,13.94,24.0,18914.72,0.0
Northern Europe,2024-07-15,16.34,18.4,35.33,5.38,12.22,18.43,10562.07,0.0,19.02,20.0,38.73,3.52,12.59,20.73,15724.06,0.0,16.78,17.23,30.15,6.03,10.18,13.17,4030.78,0.0,17.5,20.02,38.2,5.05,13.71,20.31,13573.22,0.0
Northern Europe,2024-07-16,18.09,19.32,30.77,2.3,12.32,14.71,6066.36,0.0,17.6,21.98,37.88,3.6,13.24,19.25,10835.17,0.0,17.19,17.98,28.33,3.31,10.57,11.09,2547.86,0.0,18.11,20.85,29.1,2.16,13.7,14.35,4927.9,0.0
Northern Europe,2024-07-17,14.77,18.88,39.7,8.02,12.42,20.67,14657.06,0.0,19.26,21.35,44.16,3.18,14.6,23.33,17131.68,0.0,14.09,17.81,33.71,6.74,10.71,14.09,5993.79,0.0,16.64,21.17,40.29,8.19,14.44,21.14,14909.61,0.0
Northern Europe,2024-07-18,16.51,18.85,40.22,7.6,12.77,20.98,15656.11,0.0,19.09,19.92,42.54,1.28,13.23,25.15,20431.7,0.0,16.44,17.5,33.65,5.14,10.45,15.95,7927.14,0.0,19.31,20.64,43.11,3.82,14.11,24.29,19183.9,0.0
Northern Europe,2024-07-19,18.36,19.61,36.35,2.26,11.98,19.74,13689.46,0.0,22.65,21.58,34.77,0.65,12.04,19.55,14049.75,0.0,18.51,19.13,32.85,1.95,9.48,15.04,6715.5,0.0,20.67,20.8,34.1,3.36,13.5,18.36,9791.18,0.0
Northern Europe,2024-07-20,20.89,21.12,32.95,1.52,12.55,17.8,10074.09,0.0,22.23,22.45,31.5,1.28,12.94,17.76,7899.65,0.0,21.96,21.51,29.33,0.47,11.04,12.55,3816.29,0.0,21.49,22.04,30.78,1.8,14.47,16.24,7086.87,0.0
Northern Europe,2024-07-21,20.64,21.67,35.12,1.76,13.44,18.94,12531.44,0.0,20.25,23.31,32.93,1.44,14.03,18.79,10857.09,0.0,20.93,21.31,44.08,3.78,12.09,19.6,13839.73,0.0,22.01,22.94,29.91,0.82,15.22,17.14,7294.17,0.0
Northern Europe,2024-07-22,17.93,20.9,33.99,4.65,13.62,17.25,8339.21,0.0,17.98,21.21,36.17,6.19,14.01,18.88,11865.6,0.0,16.16,18.83,34.87,8.76,11.3,15.09,6273.92,0.0,18.27,22.33,33.95,3.66,15.58,17.95,8768.28,0.0
Northern Europe,2024-07-23,18.2,20.69,33.4,3.92,13.55,16.19,6744.85,0.0,18.03,21.94,32.07,3.61,14.03,16.65,6610.25,0.0,17.65,18.48,33.7,4.68,10.6,13.66,4588.54,0.0,20.55,22.61,32.52,1.94,14.95,16.6,6558.66,0.0
Northern Europe,2024-07-24,17.67,19.83,34.75,3.02,13.18,17.4,10905.71,0.0,19.68,20.38,38.84,2.38,14.38,20.83,15758.0,0.0,16.41,16.95,30.16,4.63,9.77,13.09,4514.13,0.0,20.2,22.01,33.07,2.93,15.52,15.37,6772.64,0.0
Northern Europe,2024-07-25,17.81,20.25,33.7,3.04,13.11,16.54,8813.44,0.0,17.39,20.59,32.86,1.73,13.35,16.75,7916.45,0.0,17.01,18.53,32.4,3.15,9.95,12.61,3937.0,0.0,21.17,22.23,29.95,1.2,15.42,14.13,4623.21,0.0
Northern Europe,2024-07-26,18.27,20.38,37.77,3.73,13.44,18.99,10651.44,0.0,15.83,20.84,36.47,7.1,14.46,19.59,12631.51,0.0,15.51,17.86,40.22,9.71,11.21,17.87,8272.24,0.0,18.4,22.58,35.57,2.52,15.25,17.43,9381.27,0.0
Northern Europe,2024-07-27,17.83,19.46,31.84,3.83,13.13,15.62,6150.27,0.0,22.46,21.15,31.31,1.42,13.35,15.33,5303.76,0.0,15.65,16.88,30.28,5.44,10.46,12.11,3486.04,0.0,20.56,21.73,32.6,2.42,15.5,15.81,6252.9,0.0
Northern Europe,2024-07-28,18.71,19.02,40.09,3.23,11.94,19.47,14894.06,0.0,19.61,20.31,50.15,4.56,11.89,23.97,24100.42,0.0,16.55,16.25,38.19,4.9,8.77,16.44,9073.36,0.0,20.12,21.02,41.5,2.36,13.91,19.92,17218.23,0.0
Northern Europe,2024-07-29,17.66,19.32,42.56,1.86,11.34,23.24,20435.15,0.0,16.91,19.97,47.82,9.72,11.95,29.38,47099.11,0.0,17.02,17.15,35.22,4.51,7.65,17.41,16692.52,0.0,19.7,21.48,45.64,2.48,13.27,25.82,25781.48,0.0
